wl_um,n,k
16.21,0.708827737883,1.39362133258
16.22,0.709934276296,1.39722066306
16.23,0.711048275205,1.40081046346
16.24,0.712162274115,1.40440026385
16.25,0.713276273024,1.40799006424
16.26,0.714394500052,1.41157659028
16.27,0.715546936407,1.41513662387
16.28,0.716699372762,1.41869665745
16.29,0.717851809117,1.42225669104
16.3,0.719004245472,1.42581672463
16.31,0.720170396246,1.42935742533
16.32,0.721354726597,1.43287249872
16.33,0.722539056948,1.43638757211
16.34,0.723723387299,1.4399026455
16.35,0.72490771765,1.44341771889
16.36,0.726115916344,1.44690567645
16.37,0.727332943055,1.45038360485
16.38,0.728549969766,1.45386153326
16.39,0.729766996478,1.45733946167
16.4,0.730984593208,1.4608165058
16.41,0.732230120887,1.46425022069
16.42,0.733475648566,1.46768393558
16.43,0.734721176245,1.47111765047
16.44,0.735966703923,1.47455136535
16.45,0.73722081024,1.47797447163
16.46,0.738495919428,1.48137160511
16.47,0.739771028616,1.48476873859
16.48,0.741046137804,1.48816587208
16.49,0.742321246993,1.49156300556
16.5,0.743610288635,1.49493638483
16.51,0.744910729559,1.49829032885
16.52,0.746211170482,1.50164427287
16.53,0.747511611406,1.50499821688
16.54,0.748812052329,1.5083521609
16.55,0.750133714663,1.51167754735
16.56,0.751461018131,1.51499534256
16.57,0.752788321599,1.51831313776
16.58,0.754115625067,1.52163093296
16.59,0.755443432449,1.52494802655
16.6,0.75679593161,1.52823074113
16.61,0.75814843077,1.5315134557
16.62,0.75950092993,1.53479617028
16.63,0.76085342909,1.53807888486
16.64,0.76221177668,1.54135306255
16.65,0.763588644299,1.54460020679
16.66,0.764965511918,1.54784735102
16.67,0.766342379537,1.55109449525
16.68,0.767719247156,1.55434163949
16.69,0.7691050381,1.55757033916
16.7,0.77050173533,1.56077649548
16.71,0.771898432561,1.5639826518
16.72,0.773295129791,1.56718880812
16.73,0.774691827021,1.57039496444
16.74,0.776100600201,1.5735749509
16.75,0.777516166103,1.57674021682
16.76,0.778931732005,1.57990548274
16.77,0.780347297907,1.58307074866
16.78,0.781762863808,1.58623601458
16.79,0.783197498594,1.58937931684
16.8,0.784636606327,1.59251746713
16.81,0.786075714061,1.59565561742
16.82,0.787514821795,1.59879376771
16.83,0.788953929528,1.60193191801
16.84,0.790409307606,1.60503111488
16.85,0.791865017731,1.60812951679
16.86,0.793320727857,1.61122791869
16.87,0.794776437982,1.6143263206
16.88,0.796234150746,1.61741967696
16.89,0.79770526578,1.62047926698
16.9,0.799176380813,1.623538857
16.91,0.800647495847,1.62659844703
16.92,0.802118610881,1.62965803705
16.93,0.803594311103,1.63270921503
16.94,0.805083061476,1.63573645104
16.95,0.806571811849,1.63876368705
16.96,0.808060562222,1.64179092306
16.97,0.809549312595,1.64481815907
16.98,0.811044378317,1.64783336246
16.99,0.812549748028,1.65082893366
17,0.81405511774,1.65382450486
17.01,0.815560487451,1.65682007606
17.02,0.817065857162,1.65981564726
17.03,0.818577420521,1.66279299301
17.04,0.820095430328,1.66575136941
17.05,0.821613440136,1.66870974581
17.06,0.823131449943,1.67166812221
17.07,0.824649459751,1.67462649861
17.08,0.826176095062,1.67756714676
17.09,0.827708976428,1.68049495721
17.1,0.829241857793,1.68342276766
17.11,0.830774739158,1.68635057811
17.12,0.832307620523,1.68927838855
17.13,0.833847720063,1.6921824996
17.14,0.835391538056,1.69507440186
17.15,0.836935356048,1.69796630413
17.16,0.838479174041,1.70085820639
17.17,0.840022992034,1.70375010865
17.18,0.84157864115,1.70662498633
17.19,0.84313889126,1.70949324334
17.2,0.844699141369,1.71236150035
17.21,0.846259391479,1.71522975736
17.22,0.847819641588,1.71809801437
17.23,0.849384757904,1.72093475999
17.24,0.850951246739,1.7237626178
17.25,0.852517735574,1.7265904756
17.26,0.85408422441,1.7294183334
17.27,0.855650713245,1.7322461912
17.28,0.857226787655,1.73505113179
17.29,0.858805110533,1.73785069674
17.3,0.86038343341,1.74065026169
17.31,0.861961756288,1.74344982663
17.32,0.863540079166,1.74624939158
17.33,0.865127673598,1.74902592668
17.34,0.866717167023,1.75179774482
17.35,0.868306660447,1.75456956296
17.36,0.869896153872,1.7573413811
17.37,0.871485647297,1.76011319924
17.38,0.873081310488,1.76285757091
17.39,0.874678148873,1.76559671468
17.4,0.876274987258,1.76833585845
17.41,0.877871825643,1.77107500222
17.42,0.879468664028,1.77381414599
17.43,0.881073739349,1.77653123068
17.44,0.882680501755,1.77924379725
17.45,0.88428726416,1.78195636381
17.46,0.885894026565,1.78466893038
17.47,0.88750078897,1.78738149695
17.48,0.889112530765,1.79006866967
17.49,0.890725440564,1.79274988581
17.5,0.892338350364,1.79543110195
17.51,0.893951260164,1.7981123181
17.52,0.895564169964,1.80079353424
17.53,0.897183857308,1.80345519353
17.54,0.898805569113,1.80611101117
17.55,0.900427280918,1.8087668288
17.56,0.902048992723,1.81142264644
17.57,0.903670704528,1.81407846408
17.58,0.905298385664,1.81671639944
17.59,0.906928388208,1.81934738058
17.6,0.908558390751,1.82197836173
17.61,0.910188393295,1.82460934287
17.62,0.911818395839,1.82724032402
17.63,0.913451423397,1.82985189898
17.64,0.915086009295,1.83245347681
17.65,0.916720595194,1.83505505465
17.66,0.918355181093,1.83765663248
17.67,0.919989766991,1.84025821032
17.68,0.921628612034,1.8428460719
17.69,0.923270541285,1.84542400101
17.7,0.924912470535,1.84800193013
17.71,0.926554399786,1.85057985925
17.72,0.928196329037,1.85315778837
17.73,0.929840065688,1.85572195761
17.74,0.931485683512,1.85827180536
17.75,0.933131301336,1.8608216531
17.76,0.93477691916,1.86337150084
17.77,0.936422536984,1.86592134859
17.78,0.938069403792,1.86846078959
17.79,0.939718308417,1.87098325116
17.8,0.941367213042,1.87350571274
17.81,0.943016117667,1.87602817431
17.82,0.944665022291,1.87855063589
17.83,0.946315458687,1.88106763768
17.84,0.947970490394,1.88356826012
17.85,0.9496255221,1.88606888256
17.86,0.951280553807,1.888569505
17.87,0.952935585514,1.89107012744
17.88,0.95459125292,1.89356841001
17.89,0.956252063713,1.89604776086
17.9,0.957912874506,1.89852711171
17.91,0.959573685298,1.90100646257
17.92,0.961234496091,1.90348581342
17.93,0.962895306884,1.90596516428
17.94,0.964558262048,1.90842007416
17.95,0.966221306561,1.91087396568
17.96,0.967884351074,1.91332785719
17.97,0.969547395587,1.91578174871
